submission_month,submission_yr,submission_yr_month,YEAR,analysis,filing_status,submission_date,DEPARTMENT_NAME,DEPARTMENT_NUMBER,COUNTY_NAME,REGION,ZIP_CODE,CHIEF_ADMIN_NAME,total_stops,search_conducted_yes,search_reason_consent,search_reason_contraband,search_reason_probable,search_reason_inventory,search_reason_incident_to_arrest,contraband_discovered_yes,contraband_discovered_no,contraband_drugs paraphernailia,contraband_currency,contraband_weapons,contraband_alchohol,contraband_stolen property,contraband_other,result_verbal,result_written,result_citation,result_written_arrest,result_citation_arrest,result_arrest,arrest_penal_code,arrest_traffic,arrest_city_ordinance,arrest_warrant,physical_force_yes,physical_force_no,complaints,complaints_disciplinary_yes,complaints_disciplinary_no,physical_force_yes_bodily_injury_suspect,physical_force_yes_bodily_injury_officer,physical_force_yes_bodily_injury_both
02,2022,2022-02,2021,TCOLE,Full,2/17/2022,GRAND PRAIRIE POLICE DEPT.,113213,DALLAS,6,75052,DANIEL J. SCESNEY,45194,2300,259,167,1380,208,286,1348,952,1097,2,59,95,10,105,15446,3631,24733,17,439,928,642,89,24,629,5,45189,0,0,0,5,0,0
02,2024,2024-02,2023,,Full,2/7/2024,FORT WORTH POLICE DEPARTMENT,439214,TARRANT,8,76115,NEIL W. NOAKES,45131,558,205,49,246,13,45,185,373,120,0,7,50,2,6,4564,10846,29614,0,20,87,40,23,0,44,1,45130,3,0,3,0,1,0
02,2024,2024-02,2023,,Full,2/27/2024,PASADENA POLICE DEPARTMENT ,201220,HARRIS,4,77507,JERRY M. WRIGHT,44502,186,14,5,18,116,33,16,170,19,0,3,4,3,7,6143,8511,29683,3,135,27,28,107,1,29,17,44485,0,0,0,17,0,0
02,2025,2025-02,2024,TCOLE,Full,2/3/2025,FORT WORTH POLICE DEPARTMENT,439214,TARRANT,8,76115,NEIL W. NOAKES,44326,572,235,58,218,12,49,194,378,123,2,7,46,2,14,5881,9921,28427,13,19,65,40,14,1,42,3,44323,3,1,2,0,0,3
02,2020,2020-02,2019,,Full,2/25/2020,PASADENA POLICE DEPT.,201220,HARRIS,4,77507,JOSHUA A. BRUEGGER,44133,302,22,7,26,112,135,76,44057,38,2,10,8,2,16,1356,11683,30694,13,274,113,116,396,14,104,79,44054,,,,,,
02,2025,2025-02,2024,Dept.,Full,2/11/2025,PASADENA POLICE DEPARTMENT ,201220,HARRIS,4,77507,JERRY M. WRIGHT,43762,163,14,5,24,97,23,33,130,14,1,2,6,3,7,6206,6936,30475,5,113,27,16,91,9,29,11,43751,0,0,0,0,0,8
01,2023,2023-01,2022,TCOLE,Full,1/26/2023,FORT WORTH POLICE DEPT.,439214,TARRANT,8,76115,NEIL W. NOAKES,43221,767,346,63,280,28,50,216,551,168,0,12,28,1,7,7742,9367,25907,0,43,162,66,21,3,115,20,43201,3,0,3,20,0,0
02,2025,2025-02,2024,Dept.,Full,2/3/2025,AMARILLO POLICE DEPARTMENT ,375201,POTTER,1,79101,MARTIN L. BIRKENFELD,42867,446,210,30,108,7,91,248,198,118,0,4,14,6,68,582,24194,17978,31,69,13,38,6,0,69,7,42860,3,0,3,3,2,2
02,2021,2021-02,2020,,Full,2/26/2021,LAREDO POLICE DEPT.,479201,WEBB,3,78041,CLAUDIO TREVINO JR,42714,1743,927,52,423,124,217,413,1330,198,9,19,78,15,94,4242,11600,26159,0,555,158,575,0,1,137,1,42713,1,0,1,,,
02,2022,2022-02,2021,Dept.,Full,2/4/2022,LAREDO POLICE DEPT.,479201,WEBB,3,78041,CLAUDIO TREVINO JR,42577,1748,863,42,417,144,282,427,1321,222,3,23,62,6,111,5594,10468,25941,0,433,141,411,0,0,163,4,42573,0,0,0,0,0,0
03,2022,2022-03,2021,Dept.,Full,3/1/2022,AUSTIN POLICE DEPARTMENT,453201,TRAVIS,7,78768,JOSEPH D. CHACON,42520,4064,12,34,1128,392,2498,1022,3042,311,180,169,39,0,323,5055,19496,15003,0,46,2920,2564,14,0,388,71,42449,37,0,37,49,7,15
02,2021,2021-02,2020,,Full,2/23/2021,GRAND PRAIRIE POLICE DEPT.,113213,DALLAS,6,75052,DANIEL J. SCESNEY,42116,1735,213,107,1043,137,235,947,788,770,1,36,61,10,69,12910,4833,23308,8,335,722,476,53,24,512,0,42116,0,0,0,,,
01,2024,2024-01,2023,,Full,1/22/2024,FRISCO POLICE DEPARTMENT ,085210,COLLIN,7,75034,DAVID A. SHILSON,41950,1442,455,95,699,84,109,737,705,559,2,29,56,0,91,19884,7894,13416,20,89,647,371,64,0,321,6,41944,10,0,10,6,3,3
02,2023,2023-02,2022,Dept.,Full,2/14/2023,FRISCO POLICE DEPT.,085210,COLLIN,7,75034,DAVID A. SHILSON,41540,1174,325,94,591,98,66,652,522,497,1,15,52,1,86,15554,10680,14645,18,66,577,381,53,1,226,7,41533,6,0,6,0,0,0
02,2024,2024-02,2023,,Full,2/7/2024,GARLAND POLICE DEPT.,113212,DALLAS,7,75042,JEFFREY L. BRYAN,41503,1094,375,50,515,99,55,421,673,118,0,29,35,1,0,8397,4574,28203,10,118,201,150,26,1,152,7,41496,2,0,2,4,3,0
02,2023,2023-02,2022,Dept.,Full,2/15/2023,LAREDO POLICE DEPT.,479201,WEBB,3,78041,CLAUDIO TREVINO JR,41362,1918,1023,72,526,146,151,549,1369,336,5,15,104,12,130,5997,12779,21868,86,524,108,467,30,2,219,14,41348,0,0,0,0,0,0
09,2020,2020-09,2019,,Full,9/14/2020,LUBBOCK POLICE DEPT.,303202,LUBBOCK,1,79457,FLOYD O. MITCHELL,40802,1891,698,19,522,427,225,716,1175,525,2,33,48,14,94,13188,4125,22286,8,34,1161,514,100,0,589,5,40797,1,0,1,,,
02,2024,2024-02,2023,,Full,2/15/2024,LAREDO POLICE DEPARTMENT ,479201,WEBB,3,78041,MIGUEL A. RODRIGUEZ JR,40750,1366,384,94,634,137,117,464,902,361,9,29,193,49,172,2529,16901,20779,82,447,12,403,47,4,87,62,40688,0,0,0,20,1,41
02,2021,2021-02,2020,,Full,2/10/2021,CORPUS CHRISTI POLICE DEPT.,355203,NUECES,3,78469,MICHAEL D. MARKLE,40644,1980,482,75,331,889,203,599,1391,418,4,62,51,7,52,17318,8304,14065,22,136,799,585,120,3,249,2,40642,0,0,0,,,
02,2020,2020-02,2019,,Full,2/17/2020,FORT WORTH POLICE DEPT.,439214,TARRANT,8,76115,EDWIN J. KRAUS,40490,549,253,28,187,20,61,133,416,112,0,7,13,2,0,6549,0,33742,0,74,125,51,12,0,62,21,40469,,,,,,
02,2025,2025-02,2024,TCOLE,Full,2/28/2025,EL PASO CO. SHERIFF'S OFFICE,141100,EL PASO,2,79938,OSCAR UGARTE,40134,318,180,16,80,2,40,174,144,131,1,3,15,1,33,85,31011,8945,47,43,3,52,5,0,36,15,40119,0,0,0,0,0,11
01,2023,2023-01,2022,Dept.,Full,1/24/2023,TYLER POLICE DEPT.,423204,SMITH,6,75702,JIMMY E. TOLER,40044,639,189,59,283,12,96,366,273,256,0,17,62,0,67,179,22117,17513,122,110,3,211,13,0,11,13,40031,0,0,0,13,0,0
02,2025,2025-02,2024,Dept.,Full,2/10/2025,LONGVIEW POLICE DEPARTMENT ,183206,GREGG,6,75606,ANTHONY T. BOONE,40033,2974,633,70,954,616,701,988,1986,789,3,85,92,4,15,0,28291,9953,442,791,556,543,77,2,1167,6,40027,0,0,0,2,2,2
02,2020,2020-02,2019,,Full,2/24/2020,TRAVIS CO. SHERIFF'S OFFICE,453100,TRAVIS,7,78751,SALLY I. HERNANDEZ,39748,916,175,64,557,29,91,465,39283,388,2,5,49,1,20,0,28876,10775,44,53,0,57,23,2,44,3,39745,,,,,,
02,2020,2020-02,2019,,Full,2/28/2020,AMARILLO POLICE DEPT.,375201,POTTER,1,79101,EDDIE T. DRAIN,39712,3328,1389,41,433,20,1445,403,2925,275,16,31,37,4,40,0,17533,19685,94,304,2096,1015,51,1,1427,2,39710,,,,,,
02,2022,2022-02,2021,Dept.,Full,2/21/2022,LUBBOCK POLICE DEPT.,303202,LUBBOCK,1,79457,FLOYD O. MITCHELL,39643,2086,697,23,744,345,277,961,1125,672,2,77,56,18,136,19603,616,18102,2,18,1302,630,64,2,626,8,39635,5,0,5,6,1,1
02,2022,2022-02,2021,Dept.,Full,2/17/2022,IRVING POLICE DEPT.,113216,DALLAS,6,75015,DARREN C. STEELE,38803,2319,692,102,1257,163,105,1238,1081,877,8,88,103,21,231,10484,6090,21367,12,79,771,509,34,12,307,12,38791,5,0,5,11,0,1
02,2020,2020-02,2019,,Full,2/11/2020,DALLAS CO. SHERIFF'S OFFICE,113100,DALLAS,6,75207,MARIAN F. BROWN,38591,1269,41,13,104,998,113,226,11166,78,0,10,35,0,106,10271,1326,26367,9,50,102,97,27,0,123,147,38434,,,,,,
02,2025,2025-02,2024,TCOLE,Full,2/18/2025,KILLEEN POLICE DEPARTMENT,027206,BELL,9,76542,PEDRO LOPEZ JR,38533,2936,1017,36,909,24,950,1071,1865,815,1,98,65,9,83,0,24214,12616,297,106,1300,740,225,4,734,10,38523,0,0,0,10,0,0
02,2025,2025-02,2024,Dept.,Full,2/12/2025,ALLEN POLICE DEPARTMENT,085202,COLLIN,7,75013,STEPHEN C. DYE,38232,1982,465,124,910,246,237,1014,968,864,91,4,89,21,34,17289,4747,15173,9,160,854,478,110,2,433,6,38226,6,0,6,3,1,2
02,2023,2023-02,2022,Dept.,Full,2/20/2023,IRVING POLICE DEPT.,113216,DALLAS,7,75015,DERICK D. MILLER,38139,2964,936,93,1614,191,130,1568,1396,1108,8,126,97,16,302,11688,6907,18478,31,98,937,614,67,17,368,15,38124,2,0,2,15,0,0
02,2021,2021-02,2020,,Full,2/26/2021,CARROLLTON POLICE DEPT.,113204,DALLAS,6,75006,DERICK D. MILLER,38035,2277,504,77,1055,124,517,1336,36699,1014,15,42,226,24,178,16779,813,19349,0,431,663,834,72,9,179,48,37987,10,0,10,,,
02,2022,2022-02,2021,Dept.,Full,2/15/2022,AMARILLO POLICE DEPT.,375201,POTTER,1,79101,MARTIN L. BIRKENFELD,37655,445,169,41,81,6,148,226,219,137,5,7,12,11,86,42,19677,17807,34,92,3,36,10,0,83,4,37651,5,0,5,4,0,0
03,2025,2025-03,2024,TCOLE,Full,3/1/2025,GARLAND POLICE DEPARTMENT ,113212,DALLAS,7,75042,JEFFREY L. BRYAN,37549,1227,437,54,533,146,57,455,772,144,0,33,27,0,250,8963,4288,23912,9,122,255,167,16,0,203,5,37544,1,0,1,5,0,0
02,2025,2025-02,2024,Dept.,Full,2/3/2025,TYLER POLICE DEPARTMENT,423204,SMITH,6,75702,JIMMY E. TOLER,37471,1283,418,97,547,96,125,605,678,419,2,12,135,4,82,206,21267,15621,192,180,5,325,14,1,37,1,37470,0,0,0,0,1,0
02,2020,2020-02,2019,,Full,2/26/2020,LAREDO POLICE DEPT.,479201,WEBB,3,78041,CLAUDIO TREVINO JR,37199,1373,669,34,267,137,266,323,1050,213,6,9,62,6,27,813,9570,26189,3,385,239,496,0,0,131,19,37180,,,,,,
02,2021,2021-02,2020,,Full,2/23/2021,MONTGOMERY CO. SHERIFF'S OFFICE,339100,MONTGOMERY,4,77301,RAND M. HENDERSON,37147,1340,542,13,454,245,86,463,877,310,9,21,54,6,82,28438,2178,6243,13,47,228,182,23,0,83,0,37147,0,0,0,,,
09,2020,2020-09,2019,,Full,9/25/2020,WILLIAMSON CO. SHERIFF'S OFFICE,491100,WILLIAMSON,7,78626,ROBERT J. CHODY,37070,2322,773,74,1001,203,271,996,1326,767,5,24,102,3,95,21183,7120,7622,102,109,934,765,174,0,206,24,37046,0,0,0,,,
02,2020,2020-02,2019,,Full,2/25/2020,CARROLLTON POLICE DEPT.,113204,DALLAS,6,75006,DERICK D. MILLER,36852,2610,545,98,1031,164,772,1401,1211,1112,17,30,202,31,115,17469,614,17277,3,753,736,443,35,1,257,116,36736,,,,,,
02,2025,2025-02,2024,TCOLE,Full,2/21/2025,AUSTIN POLICE DEPARTMENT,453201,TRAVIS,10,78768,LISA A. DAVIS,36818,3957,83,56,1513,300,2005,1088,2869,405,121,221,71,0,270,5958,14401,13035,0,52,3372,2854,18,1,551,110,36708,46,0,46,93,5,12
02,2023,2023-02,2022,TCOLE,Full,2/17/2023,GARLAND POLICE DEPT.,113212,DALLAS,7,75042,JEFFREY L. BRYAN,36454,1185,414,74,550,89,58,513,672,140,0,38,51,4,280,7231,4225,24586,10,152,250,229,20,2,161,1,36453,0,0,0,0,0,0
02,2024,2024-02,2023,,Full,2/14/2024,EL PASO CO. SHERIFF'S OFFICE,141100,EL PASO,2,79938,RICHARD D. WILES,36423,416,250,13,119,4,30,185,231,146,1,2,14,0,27,0,27867,8501,33,22,0,29,2,0,24,47,36376,0,0,0,4,0,42
01,2024,2024-01,2023,,Full,1/23/2024,AMARILLO POLICE DEPARTMENT ,375201,POTTER,1,79101,MARTIN L. BIRKENFELD,36352,352,177,34,56,3,82,153,199,87,3,6,13,5,57,162,22037,14057,22,67,7,20,4,0,72,3,36349,2,0,2,0,0,3
02,2024,2024-02,2023,,Full,2/27/2024,SUGAR LAND POLICE DEPARTMENT,157206,FORT BEND,4,77478,MARK J. POLAND,36305,887,48,18,684,53,84,207,680,468,1,24,27,4,70,24405,3009,8271,6,48,566,326,61,0,233,8,36297,1,0,1,5,0,0
02,2023,2023-02,2022,Dept.,Full,2/28/2023,AUSTIN POLICE DEPARTMENT,453201,TRAVIS,10,78768,JOSEPH D. CHACON,36226,3712,26,33,1121,354,2178,985,2727,378,148,171,42,0,246,4165,13710,15188,0,66,3097,2723,16,1,423,90,36136,33,2,31,60,10,20
02,2022,2022-02,2021,Dept.,Full,2/4/2022,FORT WORTH POLICE DEPT.,439214,TARRANT,8,76115,NEIL W. NOAKES,36043,616,241,66,224,20,65,204,412,143,0,30,21,1,9,8214,4709,22876,2,36,206,89,12,0,143,17,36026,3,0,3,0,0,0
02,2023,2023-02,2022,TCOLE,Full,2/6/2023,EL PASO CO. SHERIFF'S OFFICE,141100,EL PASO,2,79938,RICHARD D. WILES,35675,368,169,15,153,7,24,198,170,153,0,4,19,0,35,4,25312,10290,49,20,0,38,0,0,31,50,35625,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/4/2022,EL PASO CO. SHERIFF'S OFFICE,141100,EL PASO,2,79938,RICHARD D. WILES,35493,406,189,18,172,1,26,211,195,165,5,3,13,0,41,0,26513,8908,56,16,0,37,2,0,33,83,35410,0,0,0,0,0,0
06,2020,2020-06,2019,,Full,6/9/2020,TYLER POLICE DEPT.,423204,SMITH,5,75702,JIMMY E. TOLER,35455,611,194,60,233,10,114,320,291,214,3,5,85,0,49,167,17578,17525,74,108,3,141,7,0,37,11,35444,,,,,,
02,2022,2022-02,2021,Dept.,Full,2/1/2022,TYLER POLICE DEPT.,423204,SMITH,5,75702,JIMMY E. TOLER,35170,657,222,36,310,9,80,358,299,264,2,6,67,0,67,166,19368,15439,88,109,0,157,13,0,27,11,35159,0,0,0,11,0,2
02,2024,2024-02,2023,,Full,2/20/2024,AUSTIN POLICE DEPARTMENT,453201,TRAVIS,10,78768,ROBIN J. HENDERSON,34945,3252,50,32,1234,281,1655,821,2431,298,93,179,43,0,208,4837,14406,12590,0,33,3079,2578,14,1,519,91,34854,30,3,27,65,5,21
02,2024,2024-02,2023,,Full,2/1/2024,COMAL CO. SHERIFF'S OFFICE,091100,COMAL,10,78130,MARK W. REYNOLDS,34776,932,286,10,536,60,40,430,502,276,3,21,72,1,91,0,27572,7031,143,30,0,121,7,0,45,0,34776,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/1/2022,FRISCO POLICE DEPT.,085210,COLLIN,6,75034,DAVID A. SHILSON,34743,937,255,100,470,68,44,433,504,293,4,21,44,0,71,15599,8482,10286,10,54,312,221,27,0,128,10,34733,6,0,6,10,5,5
01,2024,2024-01,2023,,Full,1/30/2024,TYLER POLICE DEPARTMENT,423204,SMITH,6,75702,JIMMY E. TOLER,34548,992,266,54,528,41,103,564,428,438,1,14,98,1,35,103,20220,13877,176,135,37,286,16,0,46,4,34544,1,0,1,3,0,1
02,2021,2021-02,2020,,Full,2/25/2021,PASADENA POLICE DEPT.,201220,HARRIS,4,77507,JOSHUA A. BRUEGGER,34237,220,23,7,16,83,96,61,159,37,2,6,7,3,6,364,11616,22018,4,136,98,90,108,3,28,60,34177,0,0,0,,,
02,2021,2021-02,2020,,Full,2/22/2021,IRVING POLICE DEPT.,113216,DALLAS,6,75015,JEFFERY L. SPIVEY,34138,1666,607,43,835,109,72,724,942,491,8,28,93,24,132,10537,5097,18205,9,73,217,198,11,5,85,4,34134,4,0,4,,,
02,2025,2025-02,2024,TCOLE,Full,2/27/2025,BEXAR CO. SHERIFF'S OFFICE,029100,BEXAR,10,78207,JAVIER O. SALAZAR,34041,566,117,26,356,42,25,434,132,326,1,24,18,18,73,45,8293,25599,21,83,0,71,6,1,26,14,34027,5,0,5,8,3,3
07,2020,2020-07,2019,,Full,7/2/2020,RICHARDSON POLICE DEPT.,113220,DALLAS,6,75083,JIMMY L. SPIVEY JR,33897,1759,288,80,1116,139,136,926,32971,824,8,49,59,9,69,18542,0,14407,0,272,676,384,113,10,441,2,33895,,,,,,
02,2020,2020-02,2019,,Full,2/20/2020,DEER PARK POLICE DEPT.,201204,HARRIS,4,77536,GREGORY L. GRIGG,33448,1833,411,29,477,238,678,914,919,413,2,42,73,9,375,18810,2396,10970,7,137,1128,585,198,1,488,9,33439,,,,,,
02,2024,2024-02,2023,,Full,2/14/2024,IRVING POLICE DEPARTMENT ,113216,DALLAS,7,75015,DERICK D. MILLER,33400,2318,714,102,1198,187,117,1204,1114,873,1,84,118,7,210,11340,6089,15032,18,87,834,564,36,9,330,10,33390,3,0,3,8,0,2
01,2023,2023-01,2022,Dept.,Full,1/30/2023,AMARILLO POLICE DEPT.,375201,POTTER,1,79101,MARTIN L. BIRKENFELD,33293,325,127,45,57,11,85,169,156,90,1,7,13,5,68,183,18955,14014,39,89,13,36,12,0,93,6,33287,3,0,3,2,1,3
02,2025,2025-02,2024,Dept.,Full,2/26/2025,EDINBURG POLICE DEPT.,215204,HIDALGO,3,78539,JAIME J. AYALA,33055,886,534,17,276,31,28,250,636,212,0,5,34,0,14,96,22872,9811,106,6,164,227,23,1,25,18,33037,1,0,1,2,2,10
01,2024,2024-01,2023,,Full,1/29/2024,LONGVIEW POLICE DEPARTMENT ,183206,GREGG,6,75606,ANTHONY T. BOONE,33013,2450,531,88,944,506,381,966,1484,805,9,122,79,8,18,0,22222,9573,246,411,561,550,80,3,585,2,33011,1,0,1,1,1,0
02,2022,2022-02,2021,TCOLE,Full,2/15/2022,GARLAND POLICE DEPT.,113212,DALLAS,6,75042,JEFFREY L. BRYAN,32906,1052,423,55,439,75,60,485,567,129,1,39,71,2,243,7046,3515,21890,4,176,275,283,27,1,144,2,32904,0,0,0,0,0,0
02,2022,2022-02,2021,Dept.,Full,2/28/2022,CARROLLTON POLICE DEPT.,113204,DALLAS,6,75006,DERICK D. MILLER,32836,2748,545,87,1292,211,613,1554,1194,1187,14,77,265,40,244,14383,611,16368,4,693,777,1080,69,13,312,7,32829,13,0,13,4,2,1
02,2020,2020-02,2019,,Full,2/28/2020,PEARLAND POLICE DEPT.,039215,BRAZORIA,4,77581,JOHNNY L. SPIRES,32451,2061,283,156,657,140,825,684,1377,497,0,25,38,13,111,19410,915,10634,31,253,1208,460,114,1,917,3,32448,,,,,,
02,2020,2020-02,2019,,Full,2/14/2020,ROUND ROCK POLICE DEPT.,491207,WILLIAMSON,7,78665,ALLEN J. BANKS,32351,1266,549,47,391,175,104,471,795,231,2,20,61,5,152,20093,460,10911,4,101,782,405,281,2,199,8,32343,,,,,,
02,2020,2020-02,2019,,Full,2/20/2020,MESQUITE POLICE DEPT.,113219,DALLAS,6,75185,CHARLES M. CATO,32319,1737,320,96,695,459,167,849,888,637,14,77,65,23,149,13696,0,17530,0,423,670,553,74,19,447,7,32312,,,,,,
02,2024,2024-02,2023,,Full,2/22/2024,Cedar Park Police Department ,491202,WILLIAMSON,9,78613,MICHAEL D. HARMON,31880,1228,298,47,613,41,229,755,473,590,3,20,104,22,77,1137,25589,4630,176,28,320,320,14,0,190,4,31876,1,0,1,4,0,0
02,2020,2020-02,2019,,Full,2/26/2020,SUGAR LAND POLICE DEPT.,157206,FORT BEND,4,77478,ERIC C. ROBINS,31848,985,174,30,654,42,85,421,564,279,6,17,14,12,93,16792,4737,9813,13,55,438,169,79,0,190,17,31831,,,,,,
02,2025,2025-02,2024,Dept.,Full,2/12/2025,CEDAR PARK POLICE DEPARTMENT ,491202,WILLIAMSON,9,78613,MICHAEL D. HARMON,31614,1274,384,19,711,66,94,802,472,653,2,32,111,12,87,4562,21889,4747,85,24,307,266,34,1,115,4,31610,0,0,0,2,0,2
02,2021,2021-02,2020,,Full,2/25/2021,AMARILLO POLICE DEPT.,375201,POTTER,1,79101,MARTIN L. BIRKENFELD,31503,499,208,46,65,3,177,219,283,128,0,5,18,0,0,4,16363,14921,17,105,93,23,115,4,73,2,115,0,0,0,,,
02,2024,2024-02,2023,,Full,2/29/2024,BEXAR CO. SHERIFF'S OFFICE,029100,BEXAR,10,78207,JAVIER O. SALAZAR,31401,542,131,19,342,22,28,392,150,302,2,38,9,27,55,168,7456,23697,21,56,3,43,3,1,33,21,31380,2,0,2,8,1,1
02,2025,2025-02,2024,Dept.,Full,2/13/2025,FARMERS BRANCH POLICE DEPARTMENT ,113211,DALLAS,7,75244,KEVIN K. MCCOY,31214,1155,173,9,587,164,222,556,599,484,0,7,23,5,37,19169,473,11104,46,422,0,131,163,2,172,3,31211,0,0,0,0,1,2
02,2025,2025-02,2024,TCOLE,Full,2/12/2025,HARRIS CO. CONST. PCT. 1,201101,HARRIS,4,77002,ALAN M. ROSEN,31150,3131,94,31,757,1239,1010,1181,1950,477,1,108,100,45,453,5231,11322,12410,71,307,1809,1116,50,1,1020,3,31147,0,0,0,1,2,0
02,2022,2022-02,2021,TCOLE,Full,2/9/2022,BEXAR CO. SHERIFF'S OFFICE,029100,BEXAR,7,78207,JAVIER O. SALAZAR,31027,527,142,17,328,15,25,364,163,277,4,35,13,18,50,455,8368,22132,8,52,12,44,8,1,19,46,30981,2,0,2,46,0,0
01,2023,2023-01,2022,Dept.,Full,1/30/2023,PEARLAND POLICE DEPT.,039215,BRAZORIA,4,77581,JOHNNY L. SPIRES,30927,1897,326,119,897,158,397,886,1011,472,0,66,50,16,282,22699,720,6284,18,191,1015,398,35,3,788,3,30924,1,0,1,3,0,0
02,2021,2021-02,2020,,Full,2/11/2021,EL PASO CO. SHERIFF'S OFFICE,141100,EL PASO,2,79938,RICHARD D. WILES,30826,511,327,9,145,7,23,235,276,160,5,6,27,5,58,0,22423,8306,64,33,97,45,0,0,52,68,30758,0,0,0,,,
02,2020,2020-02,2019,,Full,2/11/2020,COLLEGE STATION POLICE DEPT.,041202,BRAZOS,7,77840,BYRON S. MCCOLLUM,30602,829,234,16,334,9,236,332,497,234,0,5,45,9,39,102,19190,10715,249,71,275,405,36,0,154,2,30600,,,,,,
01,2025,2025-01,2024,TCOLE,Full,1/27/2025,PHARR POLICE DEPARTMENT ,215213,HIDALGO,3,78577,JUAN F. GONZALEZ,30462,69,13,2,38,5,11,44,25,40,0,1,1,0,3,18,24001,6358,60,25,0,36,8,0,41,75,30387,0,0,0,0,2,73
02,2020,2020-02,2019,,Full,2/20/2020,MCALLEN POLICE DEPT.,215209,HIDALGO,3,78505,VICTOR RODRIGUEZ,30443,754,122,4,298,8,322,78,676,53,1,1,18,0,5,0,21103,8663,17,71,589,446,195,0,36,11,30432,,,,,,
02,2021,2021-02,2020,,Full,2/24/2021,WILLIAMSON CO. SHERIFF'S OFFICE,491100,WILLIAMSON,7,78626,MICHAEL T. GLEASON,30353,1289,444,52,592,154,47,510,0,377,9,12,62,5,45,15596,7726,6687,17,29,298,221,31,0,92,4,30349,0,0,0,,,
02,2021,2021-02,2020,,Full,2/16/2021,GARLAND POLICE DEPT.,113212,DALLAS,6,75042,JEFFREY L. BRYAN,29996,933,412,46,365,76,34,383,550,107,2,20,65,2,223,5462,3409,20764,0,144,217,235,26,1,99,4,29992,0,0,0,,,
02,2023,2023-02,2022,Dept.,Full,2/28/2023,CARROLLTON POLICE DEPT.,113204,DALLAS,7,75006,ROBERTO ARREDONDO JR,29871,2612,583,90,1325,99,515,1585,1027,1271,14,71,243,20,227,13741,496,14265,5,751,613,974,58,14,323,29,29842,18,0,18,2,7,2
02,2025,2025-02,2024,Dept.,Full,2/20/2025,IRVING POLICE DEPARTMENT ,113216,DALLAS,7,75015,DERICK D. MILLER,29777,1852,524,77,822,235,194,954,898,665,11,70,100,15,185,10430,5667,12844,9,220,607,528,31,10,267,10,29767,3,0,3,9,1,1
02,2021,2021-02,2020,,Full,2/2/2021,FRISCO POLICE DEPT.,085210,COLLIN,6,75034,DAVID A. SHILSON,29673,888,284,60,339,43,39,390,498,264,3,14,39,5,65,10097,4540,8513,7,48,338,242,40,1,97,3,29670,7,0,7,,,
02,2025,2025-02,2024,Dept.,Full,2/18/2025,PEARLAND POLICE DEPARTMENT,039215,BRAZORIA,4,77581,JOHNNY L. SPIRES,29505,1521,240,102,710,189,280,833,688,436,0,46,33,15,303,22257,527,5716,9,112,884,331,53,0,621,5,29500,2,0,2,5,0,0
01,2024,2024-01,2023,,Full,1/18/2024,PEARLAND POLICE DEPARTMENT,039215,BRAZORIA,4,77581,JOHNNY L. SPIRES,29388,1601,253,110,727,197,314,931,670,498,1,44,46,9,333,22211,867,5273,12,124,901,328,53,1,655,2,29386,4,0,4,2,0,0
01,2025,2025-01,2024,Dept.,Full,1/22/2025,MCKINNEY POLICE DEPARTMENT ,085214,COLLIN,7,75071,JOE H. ELLENBURG,29337,931,123,30,323,101,354,357,574,220,1,21,34,4,77,11650,6841,10357,4,26,459,164,32,0,293,1,29336,1,0,1,1,0,0
02,2023,2023-02,2022,TCOLE,Full,2/28/2023,BEAUMONT POLICE DEPT.,245201,JEFFERSON,4,77704,JAMES P. SINGLETARY,29152,1886,976,98,549,213,50,942,944,603,10,106,52,4,170,9556,9037,9466,30,316,747,296,14,0,783,3,29149,2,0,2,1,1,1
02,2023,2023-02,2022,TCOLE,Full,2/28/2023,BEXAR CO. SHERIFF'S OFFICE,029100,BEXAR,10,78207,JAVIER O. SALAZAR,28879,536,121,16,343,22,34,115,421,301,4,40,14,25,35,209,7577,20978,25,71,19,66,8,5,36,5,28874,0,0,0,5,0,0
02,2023,2023-02,2022,Dept.,Full,2/1/2023,MESQUITE POLICE DEPT.,113219,DALLAS,7,75185,DAVID S. GILL,28561,2167,296,104,1048,549,170,1250,917,917,24,287,117,31,178,15503,0,11702,0,268,1088,799,144,21,392,6,28555,0,0,0,5,1,0
02,2025,2025-02,2024,Dept.,Full,2/18/2025,ROUND ROCK POLICE DEPARTMENT ,491207,WILLIAMSON,9,78665,ALLEN J. BANKS,28525,1049,415,46,374,106,108,592,457,368,1,31,35,8,149,16620,2641,8479,13,56,716,538,55,3,189,6,28519,1,0,1,2,0,4
02,2020,2020-02,2019,,Full,2/25/2020,BEAUMONT POLICE DEPT.,245201,JEFFERSON,4,77704,JAMES P. SINGLETARY,28219,2006,1050,69,499,276,112,839,1167,465,13,64,93,9,195,8029,4632,13859,19,470,775,230,90,4,551,0,28219,,,,,,
02,2025,2025-02,2024,TCOLE,Full,2/6/2025,COMAL CO. SHERIFF'S OFFICE,091100,COMAL,10,78130,MARK W. REYNOLDS,28195,843,232,10,537,29,35,398,445,274,1,16,54,0,78,0,21552,6485,117,41,0,98,13,0,47,0,28195,0,0,0,0,0,0
